applicant_id,ground_truth,bl_decision,bl_matches_ground,bl_stage_1,bl_stage_2,bl_stage_3,bl_stage_4,bl_time,bl_used_prior_context,bl_error
test_00315,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4199591261588855,False,False
test_00316,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.4792374368029764,False,False
test_00317,0,REJECTED,1,pass,Excellent,High,REJECTED,3.373203702255828,False,False
test_00318,0,REJECTED,1,pass,Good,Very High,REJECTED,3.3685272737375613,False,False
test_00319,0,REJECTED,1,pass,Good,Medium,REJECTED,3.482002598841692,False,False
test_00320,1,REJECTED,0,pass,Good,Low,REJECTED,3.4592596139757763,False,True
test_00321,1,REJECTED,0,pass,Poor,High,REJECTED,3.4360400193485314,False,True
test_00322,1,REJECTED,0,pass,Good,Low,REJECTED,3.380488576881581,False,True
test_00323,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4322054223738623,False,False
test_00324,1,REJECTED,0,pass,Fair,Low,REJECTED,3.507946352664002,False,True
test_00325,1,APPROVED,1,pass,Poor,High,APPROVED,3.527924247157851,False,False
test_00326,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.490515313992844,False,False
test_00327,1,APPROVED,1,pass,Poor,Very High,APPROVED,3.3619824351761762,False,False
test_00328,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.4840819553202236,False,False
test_00329,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.398197117909259,False,True
test_00330,0,REJECTED,1,pass,Very Good,High,REJECTED,3.413050248605281,False,False
test_00331,1,APPROVED,1,pass,Excellent,High,APPROVED,3.389174641591997,False,False
test_00332,0,REJECTED,1,pass,Good,High,REJECTED,3.5051511581240407,False,False
test_00333,0,APPROVED,0,pass,Good,Medium,APPROVED,3.479720424527456,False,True
test_00334,0,REJECTED,1,pass,Very Good,High,REJECTED,3.472367010919836,False,False
test_00335,0,APPROVED,0,pass,Excellent,Medium,APPROVED,3.4835945219338553,False,True
test_00336,1,APPROVED,1,pass,Good,Very High,APPROVED,3.397354452280781,False,False
test_00337,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4389288828650724,False,False
test_00338,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4766507443097976,False,False
test_00339,0,REJECTED,1,pass,Very Good,High,REJECTED,3.47731880552366,False,False
test_00340,0,REJECTED,1,pass,Good,High,REJECTED,3.508370372551026,False,False
test_00341,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.407420793337622,False,False
test_00342,0,REJECTED,1,pass,Fair,Low,REJECTED,3.5040672243393645,False,False
test_00343,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.438036896123387,False,False
test_00344,0,REJECTED,1,pass,Good,Very High,REJECTED,3.484034538411787,False,False
test_00345,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4411438760130575,False,False
test_00346,1,APPROVED,1,pass,Fair,High,APPROVED,3.5397220339581885,False,False
test_00347,0,REJECTED,1,pass,Good,Low,REJECTED,3.3858604529483287,False,False
test_00348,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4850010177164714,False,False
test_00349,1,APPROVED,1,pass,Good,High,APPROVED,3.465307000153632,False,False
test_00350,1,APPROVED,1,pass,Fair,High,APPROVED,3.384546208189549,False,False
test_00351,1,APPROVED,1,pass,Good,Low,APPROVED,3.3632012671623337,False,False
test_00352,1,APPROVED,1,pass,Good,Very High,APPROVED,3.5098288777943325,False,False
test_00353,0,APPROVED,0,pass,Poor,Medium,APPROVED,3.3814902667292532,False,True
test_00354,0,REJECTED,1,pass,Good,Low,REJECTED,3.3873013365571554,False,False
test_00355,1,REJECTED,0,pass,Good,Medium,REJECTED,3.5456868447978076,False,True
test_00356,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.493452170295326,False,False
test_00357,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4000973683202447,False,False
test_00358,1,APPROVED,1,pass,Good,Low,APPROVED,3.46818979203032,False,False
test_00359,1,REJECTED,0,pass,Very Good,Low,REJECTED,3.4568223676805028,False,True
test_00360,0,REJECTED,1,pass,Excellent,High,REJECTED,3.518894653502769,False,False
test_00361,1,APPROVED,1,pass,Good,Low,APPROVED,3.4958641495665246,False,False
test_00362,0,APPROVED,0,pass,Fair,Low,APPROVED,3.516344225098637,False,True
test_00363,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3923013175954724,False,False
test_00364,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.478043840873401,False,False
test_00365,0,REJECTED,1,pass,Good,High,REJECTED,3.3580481716836763,False,False
test_00366,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.363788122455844,False,False
test_00367,1,APPROVED,1,pass,Good,High,APPROVED,3.4927054065409195,False,False
test_00368,0,REJECTED,1,pass,Very Good,High,REJECTED,3.3548840205287864,False,False
test_00369,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.4659530017801017,False,False
test_00370,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.518081019688906,False,False
test_00371,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4259883616836055,False,False
test_00372,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.3589680873679826,False,False
test_00373,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4927694899257453,False,False
test_00374,0,REJECTED,1,pass,Good,Medium,REJECTED,3.53593729049283,False,False
test_00375,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4934342784116534,False,False
test_00376,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.465689448600555,False,False
test_00377,0,REJECTED,1,pass,Fair,Low,REJECTED,3.396005765975812,False,False
test_00378,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.3530751248088997,False,False
test_00379,0,APPROVED,0,pass,Good,Medium,APPROVED,3.4889344216958107,False,True
test_00380,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.3962052351688587,False,False
test_00381,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.5216325354364715,False,False
test_00382,1,APPROVED,1,pass,Good,High,APPROVED,3.4432728237665224,False,False
test_00383,1,APPROVED,1,pass,Good,Very High,APPROVED,3.4561271164744913,False,False
test_00384,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.500787308853273,False,True
test_00385,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5058861215606685,False,False
test_00386,0,REJECTED,1,pass,Poor,Very High,REJECTED,3.4785301666161135,False,False
test_00387,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5376863630825484,False,False
test_00388,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.546459687264084,False,False
test_00389,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.5393770888749234,False,False
test_00390,1,APPROVED,1,pass,Very Good,High,APPROVED,3.5148358370687887,False,False
test_00391,0,REJECTED,1,pass,Good,Low,REJECTED,3.49112504404885,False,False
test_00392,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4826651715763335,False,False
test_00393,1,APPROVED,1,pass,Excellent,High,APPROVED,3.370750035384107,False,False
test_00394,0,REJECTED,1,pass,Poor,High,REJECTED,3.4042968693638227,False,False
test_00395,1,APPROVED,1,pass,Fair,High,APPROVED,3.3511376447058754,False,False
test_00396,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3774819740467983,False,False
test_00397,0,APPROVED,0,pass,Excellent,Medium,APPROVED,3.4378458954338376,False,True
test_00398,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.379307310157815,False,False
test_00399,1,REJECTED,0,pass,Excellent,Very High,REJECTED,3.5303326829353514,False,True
test_00400,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.511139837067056,False,False
test_00401,1,REJECTED,0,pass,Good,Very High,REJECTED,3.3643223824179036,False,True
test_00402,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.399782743093453,False,False
test_00403,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.513814376922302,False,False
test_00404,0,APPROVED,0,pass,Poor,Medium,APPROVED,3.5106092253119745,False,True
test_00405,1,REJECTED,0,pass,Good,Low,REJECTED,3.5390901100235577,False,True
test_00406,0,REJECTED,1,pass,Poor,Low,REJECTED,3.549509552323472,False,False
test_00407,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.545254012648224,False,False
test_00408,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4320275971442884,False,False
test_00409,0,APPROVED,0,pass,Good,Medium,APPROVED,3.4000656887604066,False,True
test_00410,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5016820380854123,False,False
test_00411,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.4098545785488064,False,False
test_00412,1,APPROVED,1,pass,Good,Medium,APPROVED,3.511280072026266,False,False
test_00413,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4567909460795847,False,False
test_00414,1,APPROVED,1,pass,Good,Low,APPROVED,3.508785455046991,False,False
test_00415,0,REJECTED,1,pass,Good,Low,REJECTED,3.405175975943402,False,False
test_00416,0,APPROVED,0,pass,Good,High,APPROVED,3.451605463110764,False,True
test_00417,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4628047587204365,False,False
test_00418,1,APPROVED,1,pass,Very Good,High,APPROVED,3.5386216135440263,False,False
test_00419,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4033195153660833,False,False
test_00420,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.5373376478569787,False,False
test_00421,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.510971783093143,False,False
test_00422,0,REJECTED,1,pass,Good,Low,REJECTED,3.496178810817339,False,False
test_00423,0,REJECTED,1,pass,Fair,Low,REJECTED,3.507374053837025,False,False
test_00424,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.4710850091760115,False,False
test_00425,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3988160020924973,False,False
test_00426,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.3878989937679704,False,False
test_00427,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.523268287170078,False,False
test_00428,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4950278805191664,False,False
test_00429,0,REJECTED,1,pass,Fair,Low,REJECTED,3.3926408565521897,False,False
test_00430,0,REJECTED,1,pass,Good,Low,REJECTED,3.4730186731748804,False,False
test_00431,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4395092962828446,False,False
test_00432,1,REJECTED,0,pass,Good,Low,REJECTED,3.3817310339926188,False,True
test_00433,0,REJECTED,1,pass,Poor,Very High,REJECTED,3.4563714218714328,False,False
test_00434,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.4063038184932837,False,False
test_00435,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.3692488248315144,False,False
test_00436,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.443391659709082,False,False
test_00437,1,APPROVED,1,pass,Fair,Low,APPROVED,3.468021710418712,False,False
test_00438,1,APPROVED,1,pass,Poor,High,APPROVED,3.3593812820762303,False,False
test_00439,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4304185498821993,False,False
test_00440,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.401532383967337,False,False
test_00441,1,APPROVED,1,pass,Fair,Low,APPROVED,3.3561301181414467,False,False
test_00442,0,REJECTED,1,pass,Very Good,High,REJECTED,3.375132509922301,False,False
test_00443,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.3778068317636754,False,False
test_00444,1,APPROVED,1,pass,Good,Low,APPROVED,3.386574849623594,False,False
test_00445,1,REJECTED,0,pass,Poor,High,REJECTED,3.510675514287584,False,True
test_00446,1,REJECTED,0,pass,Very Good,Medium,REJECTED,3.437898373295628,False,True
test_00447,1,REJECTED,0,pass,Fair,Very High,REJECTED,3.3794171984540773,False,True
test_00448,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.370059393385578,False,True
test_00449,0,REJECTED,1,pass,Fair,High,REJECTED,3.4095880917458077,False,False
test_00450,1,REJECTED,0,pass,Good,High,REJECTED,3.5096031037408904,False,True
test_00451,1,APPROVED,1,pass,Good,Low,APPROVED,3.4228919695879285,False,False
test_00452,0,REJECTED,1,pass,Fair,High,REJECTED,3.3819794720587875,False,False
test_00453,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.430823236309232,False,False
test_00454,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.4610623114574115,False,False
test_00455,0,APPROVED,0,pass,Excellent,Low,APPROVED,3.355916836727603,False,True
test_00456,0,REJECTED,1,pass,Good,High,REJECTED,3.4755283602880347,False,False
test_00457,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.429020150602958,False,False
test_00458,0,REJECTED,1,pass,Good,Very High,REJECTED,3.351945175026239,False,False
test_00459,0,REJECTED,1,pass,Good,Medium,REJECTED,3.484777879789276,False,False
test_00460,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4924775271125297,False,False
test_00461,1,REJECTED,0,pass,Good,Very High,REJECTED,3.4757679577117364,False,True
test_00462,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4183860435196847,False,False
test_00463,1,APPROVED,1,pass,Excellent,High,APPROVED,3.4559209708131924,False,False
test_00464,1,APPROVED,1,pass,Good,Very High,APPROVED,3.427431541226687,False,False
test_00465,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.490124346031939,False,False
test_00466,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4667160372467376,False,False
test_00467,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.36635982276549,False,False
test_00468,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.4786187116437994,False,False
test_00469,1,APPROVED,1,pass,Fair,Low,APPROVED,3.4874476828675602,False,False
test_00470,0,REJECTED,1,pass,Poor,Low,REJECTED,3.42414043612294,False,False
test_00471,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.525157156191941,False,False
test_00472,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.5186028709689925,False,False
test_00473,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.3850333047799475,False,False
test_00474,1,REJECTED,0,pass,Good,Very High,REJECTED,3.5308532616971737,False,True
test_00475,1,APPROVED,1,pass,Good,High,APPROVED,3.4381744742990157,False,False
test_00476,0,REJECTED,1,pass,Good,Low,REJECTED,3.494749930526859,False,False
test_00477,1,APPROVED,1,pass,Very Good,High,APPROVED,3.512819401393447,False,False
test_00478,1,APPROVED,1,pass,Good,High,APPROVED,3.451022484213938,False,False
test_00479,1,APPROVED,1,pass,Good,Very High,APPROVED,3.4298203878741633,False,False
test_00480,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.5330902737230194,False,False
test_00481,1,APPROVED,1,pass,Good,Low,APPROVED,3.396170710587085,False,False
test_00482,0,REJECTED,1,pass,Good,Very High,REJECTED,3.401394015543829,False,False
test_00483,1,APPROVED,1,pass,Good,Very High,APPROVED,3.422324062802687,False,False
test_00484,1,APPROVED,1,pass,Very Good,High,APPROVED,3.521893155594113,False,False
test_00485,1,APPROVED,1,pass,Fair,High,APPROVED,3.537757652842615,False,False
test_00486,0,APPROVED,0,pass,Excellent,Low,APPROVED,3.3940135429509724,False,True
test_00487,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.522774029526249,False,False
test_00488,1,REJECTED,0,pass,Fair,Low,REJECTED,3.401640591893714,False,True
test_00489,1,APPROVED,1,pass,Good,Low,APPROVED,3.5441282493499773,False,False
test_00490,0,REJECTED,1,pass,Very Good,High,REJECTED,3.469481578396316,False,False
test_00491,1,APPROVED,1,pass,Good,Low,APPROVED,3.3514172934894764,False,False
test_00492,0,REJECTED,1,pass,Good,Medium,REJECTED,3.3568259808142358,False,False
test_00493,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.379496906160942,False,False
test_00494,0,REJECTED,1,pass,Fair,Low,REJECTED,3.3875146315637514,False,False
test_00495,0,REJECTED,1,pass,Good,Very High,REJECTED,3.503523824565319,False,False
test_00496,1,APPROVED,1,pass,Good,Very High,APPROVED,3.39455317528339,False,False
test_00497,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5438283240099717,False,False
test_00498,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4772224114405876,False,False
test_00499,1,REJECTED,0,pass,Good,Medium,REJECTED,3.4885035018507033,False,True
test_00500,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3935633038570416,False,False
test_00501,1,APPROVED,1,pass,Good,Medium,APPROVED,3.528541262819017,False,False
test_00502,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4835629145639864,False,False
test_00503,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.5228811248683725,False,False
test_00504,1,APPROVED,1,pass,Good,Low,APPROVED,3.541296219446245,False,False
test_00505,0,REJECTED,1,pass,Very Good,High,REJECTED,3.375128195421919,False,False
test_00506,1,APPROVED,1,pass,Fair,Low,APPROVED,3.369317446053789,False,False
test_00507,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.510681565317927,False,False
test_00508,1,APPROVED,1,pass,Good,Very High,APPROVED,3.523225211818834,False,False
test_00509,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.466752284175597,False,False
test_00510,1,REJECTED,0,pass,Very Good,Low,REJECTED,3.423200109550104,False,True
test_00511,0,REJECTED,1,pass,Good,High,REJECTED,3.480525927215045,False,False
test_00512,1,APPROVED,1,pass,Excellent,High,APPROVED,3.4111328145184916,False,False
test_00513,1,APPROVED,1,pass,Good,High,APPROVED,3.397677138430694,False,False
test_00514,0,APPROVED,0,pass,Good,Medium,APPROVED,3.447629041905453,False,True
test_00515,0,REJECTED,1,pass,Good,Medium,REJECTED,3.393230765521276,False,False
test_00516,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4467407216630344,False,False
test_00517,1,REJECTED,0,pass,Fair,Very High,REJECTED,3.5413213010927143,False,True
test_00518,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.517956807123478,False,False
test_00519,0,REJECTED,1,pass,Excellent,High,REJECTED,3.538326183900004,False,False
test_00520,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.5112657949694714,False,False
test_00521,0,REJECTED,1,pass,Good,Medium,REJECTED,3.420950187189255,False,False
test_00522,1,REJECTED,0,pass,Fair,Low,REJECTED,3.5124090477103116,False,True
test_00523,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5345831487106425,False,False
test_00524,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.539407157567411,False,False
test_00525,0,REJECTED,1,pass,Good,Low,REJECTED,3.486639570136999,False,False
test_00526,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.3922733287630225,False,False
test_00527,0,REJECTED,1,pass,Poor,High,REJECTED,3.3579458306729384,False,False
test_00528,0,REJECTED,1,pass,Good,High,REJECTED,3.3794400456320313,False,False
test_00529,1,REJECTED,0,pass,Very Good,High,REJECTED,3.543109383578789,False,True
test_00530,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.4424193648385537,False,False
test_00531,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.520997202966411,False,False
test_00532,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.443008830711658,False,False
test_00533,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4821635166919678,False,False
test_00534,1,APPROVED,1,pass,Good,Medium,APPROVED,3.354828155424467,False,False
test_00535,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3999729885438734,False,False
test_00536,1,APPROVED,1,pass,Good,Low,APPROVED,3.437253856008518,False,False
test_00537,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4761262094308325,False,False
test_00538,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.384304237610636,False,False
test_00539,0,APPROVED,0,pass,Excellent,Very High,APPROVED,3.502910292854098,False,True
test_00540,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4228809412272474,False,False
test_00541,1,APPROVED,1,pass,Good,High,APPROVED,3.513487053846777,False,False
test_00542,0,REJECTED,1,pass,Very Good,High,REJECTED,3.3695938180790135,False,False
test_00543,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4859513175364745,False,False
test_00544,1,APPROVED,1,pass,Good,Medium,APPROVED,3.408665666641302,False,False
test_00545,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.5090766348245235,False,False
test_00546,0,APPROVED,0,pass,Excellent,High,APPROVED,3.430434085408482,False,True
test_00547,1,APPROVED,1,pass,Good,Medium,APPROVED,3.483069926452713,False,False
test_00548,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5368610537272946,False,False
test_00549,1,APPROVED,1,pass,Fair,Low,APPROVED,3.354125326402753,False,False
test_00550,1,APPROVED,1,pass,Poor,Very High,APPROVED,3.3522233564668746,False,False
